#class tools::wcsv::ntuple
#title Gap4_TrackCounter4
#separator 44
#vector_separator 59
#column int Gap4_TrackCounter4_eventId
#column int Gap4_TrackCounter4_cell
#column double Gap4_TrackCounter4_score
1,0,252
