#class tools::wcsv::ntuple
#title Gap_TrackCounter
#separator 44
#vector_separator 59
#column int Gap_TrackCounter_eventId
#column int Gap_TrackCounter_cell
#column double Gap_TrackCounter_score
1,0,251
