#class tools::wcsv::ntuple
#title Gap3_TrackCounter3
#separator 44
#vector_separator 59
#column int Gap3_TrackCounter3_eventId
#column int Gap3_TrackCounter3_cell
#column double Gap3_TrackCounter3_score
0,0,245
