#class tools::wcsv::ntuple
#title Gap7_TrackCounter7
#separator 44
#vector_separator 59
#column int Gap7_TrackCounter7_eventId
#column int Gap7_TrackCounter7_cell
#column double Gap7_TrackCounter7_score
0,0,206
